Bldg City,Bldg State,Bldg Status,Construction Date,Historical Status,Number of Records,Owned/Leased,Property Type,Total Parking Spaces
HIBBING,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
HIBBING,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
HIBBING,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,25
INTERNATIONAL FALLS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
INTERNATIONAL FALLS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
MANKATO,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MANKATO,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
MANKATO,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
MARSHALL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,13
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,14
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,85
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,118
MINNEAPOLIS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,214
MOUNDS VIEW,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,35
RANIER,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
ROCHESTER,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
ROCHESTER,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
ROCHESTER,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,16
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,23
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,25
SAINT PAUL,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,82
ST CLOUD,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
ST CLOUD,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
ST CLOUD,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
ST CLOUD,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
STILLWATER,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
THIEF RIVER FALLS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
WAITE PARK,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
WINONA,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CAPE GIRARDEAU,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CAPE GIRARDEAU,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CAPE GIRARDEAU,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,25
CHESTERFIELD,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
CHESTERFIELD,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,218
CHILLICOTHE,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
CLAYTON,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
COLUMBIA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
COLUMBIA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
COLUMBIA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
COLUMBIA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
COLUMBIA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
COLUMBIA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,47
COLUMBIA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,89
CREVE COEUR,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,37
FLORISSANT,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,83
GLADSTONE,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,11
GRANDVIEW,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,100
INDEPENDENCE,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
INDEPENDENCE,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,85
JEFFERSON CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
JEFFERSON CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
JEFFERSON CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
JEFFERSON CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
JEFFERSON CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,21
JEFFERSON CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,38
JOPLIN,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
JOPLIN,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,18
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,23
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,41
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,53
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,54
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,71
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,83
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,90
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,104
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,121
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,162
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,242
KANSAS CITY,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2410
KENNETT,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,31
KIRKSVILLE,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
KIRKSVILLE,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
LEES SUMMIT,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
LEES SUMMIT,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,27
LEES SUMMIT,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,29
LEES SUMMIT,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,152
LEES SUMMIT,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,451
PARK HILLS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
POPLAR BLUFF,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
RAYTOWN,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
ROLLA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
ROLLA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
ROLLA,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,379
SAINT ANN,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,21
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,36
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,45
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,45
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,78
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,78
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,180
SAINT LOUIS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,205
SAINT ROBERT,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
SIKESTON,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SPRINGFIELD,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
SPRINGFIELD,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
SPRINGFIELD,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
SPRINGFIELD,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
SPRINGFIELD,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,27
SPRINGFIELD,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,99
ST. PETERS,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
UNION,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,32
VAN BUREN,MO,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,103
ABERDEEN,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,28
BROOKHAVEN,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,42
CLARKSDALE,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CLEVELAND,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
COLUMBUS,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
COLUMBUS,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
COLUMBUS,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,67
FLOWOOD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
FLOWOOD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
FLOWOOD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,26
FOREST,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,41
GREENVILLE,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
GREENWOOD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,59
GULFPORT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
GULFPORT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
GULFPORT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,27
GULFPORT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
GULFPORT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,38
GULFPORT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
GULFPORT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,73
GULFPORT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,130
HATTIESBURG,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
HATTIESBURG,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
INDIANOLA,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
JACKSON,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
JACKSON,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
JACKSON,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
JACKSON,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
JACKSON,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,29
JACKSON,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,41
JACKSON,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,44
KOSCIUSKO,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MERIDIAN,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MERIDIAN,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
MOSELLE,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
MOSS POINT,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
NATCHEZ,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
OLIVE BRANCH,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,55
OXFORD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
OXFORD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
OXFORD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
OXFORD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,28
OXFORD,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,42
PASCAGOULA,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
PASCAGOULA,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
PEARL,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
PEARL,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,51
PEARL,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,79
PICAYUNE,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
RIDGELAND,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SOUTHAVEN,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
TUNICA,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
TUPELO,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
TUPELO,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,53
TUPELO,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,80
VICKSBURG,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
VICKSBURG,MS,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,820
BELGRADE,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
BILLINGS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
BILLINGS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
BILLINGS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
BILLINGS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,25
BILLINGS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,26
BILLINGS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,57
BILLINGS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,70
BOZEMAN,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
BROWNING,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
BUTTE,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
BUTTE,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
BUTTE,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
GREAT FALLS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
GREAT FALLS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
GREAT FALLS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
GREAT FALLS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
GREAT FALLS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
GREAT FALLS,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
HARDIN,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
HAVRE,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,9
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,13
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
HELENA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
KALISPELL,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
KALISPELL,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
KALISPELL,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
MALTA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,47
MILES CITY,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MISSOULA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
MISSOULA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
MISSOULA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
MISSOULA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,37
MISSOULA,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,65
PABLO,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
POPLAR,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SHELBY,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,100
WEST YELLOWSTONE,MT,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
ARDEN,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
ASHEBORO,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,33
ASHEVILLE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,52
ASHEVILLE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,73
CARY,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,60
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,11
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,13
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,14
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,48
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,56
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,60
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,82
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,93
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,170
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,239
CHARLOTTE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,507
CONCORD,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,37
DURHAM,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
DURHAM,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
DURHAM,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
DURHAM,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,45
DURHAM,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,81
ELIZABETH CITY,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,42
FAYETTEVILLE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
FAYETTEVILLE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
FAYETTEVILLE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
FAYETTEVILLE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,29
FAYETTEVILLE,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,77
FLETCHER,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
GASTONIA,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,52
GOLDSBORO,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,9
GREENSBORO,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
GREENSBORO,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
GREENSBORO,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
GREENSBORO,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
GREENSBORO,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
GREENSBORO,NC,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
