Bldg City,Bldg State,Bldg Status,Construction Date,Historical Status,Number of Records,Owned/Leased,Property Type,Total Parking Spaces
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
CHANTILLY,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
CHARLOTTESVILLE,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,15
FAIRFAX,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
LEESBURG,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
MCLEAN,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
MCLEAN,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,BUILDING,0
SILVER SPRING,MD,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,LAND,0
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,LAND,0
OVERLAND,MO,ACTIVE,1/1/1956,Evaluated - Not Historic,1,OWNED,STRUCTURE,0
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,STRUCTURE,0
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,STRUCTURE,0
ARLINGTON,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,STRUCTURE,0
MCLEAN,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,STRUCTURE,0
MCLEAN,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,STRUCTURE,0
MCLEAN,VA,ACTIVE,1/1/1956,Not Evaluated,1,OWNED,STRUCTURE,0
OVERLAND,MO,DECOMMISSIONED,1/1/1956,Evaluated - Not Historic,1,OWNED,BUILDING,2089
SAN FRANCISCO,CA,ACTIVE,1/1/1957,National Register Eligible,1,LEASED,BUILDING,2
ROCK ISLAND,IL,ACTIVE,1/1/1957,Not Evaluated,1,LEASED,BUILDING,42
BELFAST,ME,ACTIVE,1/1/1957,Not Evaluated,1,LEASED,BUILDING,0
HAVRE,MT,ACTIVE,1/1/1957,Not Evaluated,1,LEASED,BUILDING,3
WASHINGTON,DC,ACTIVE,1/1/1957,National Historic Landmark,1,OWNED,BUILDING,0
GERMANTOWN,MD,ACTIVE,1/1/1957,National Register Eligible,1,OWNED,BUILDING,0
GERMANTOWN,MD,ACTIVE,1/1/1957,National Register Eligible,1,OWNED,BUILDING,0
GERMANTOWN,MD,ACTIVE,1/1/1957,National Register Eligible,1,OWNED,BUILDING,0
GERMANTOWN,MD,ACTIVE,1/1/1957,National Register Eligible,1,OWNED,BUILDING,0
KANSAS CITY,MO,EXCESS,1/1/1957,National Register Listed,1,OWNED,BUILDING,67
DENVER,CO,ACTIVE,10/1/1957,Not Evaluated,1,LEASED,BUILDING,35
GERMANTOWN,MD,ACTIVE,10/1/1957,National Register Eligible,1,OWNED,BUILDING,1560
MENLO PARK,CA,ACTIVE,1/1/1958,Not Evaluated,1,LEASED,BUILDING,21
WINTERHAVEN,CA,ACTIVE,1/1/1958,Evaluated - Not Historic,1,OWNED,BUILDING,0
WINTERHAVEN,CA,ACTIVE,1/1/1958,Evaluated - Not Historic,1,OWNED,BUILDING,0
WINTERHAVEN,CA,ACTIVE,1/1/1958,Evaluated - Not Historic,1,OWNED,BUILDING,6
WASHINGTON,DC,ACTIVE,1/1/1958,Non-Contributing Element,1,OWNED,BUILDING,0
ALEXANDRIA,VA,ACTIVE,1/1/1958,Not Evaluated,1,OWNED,BUILDING,385
SUITLAND,MD,ACTIVE,1/1/1958,Evaluated - Not Historic,1,OWNED,STRUCTURE,622
HARRISBURG,PA,ACTIVE,2/15/1958,National Register Listed,1,LEASED,BUILDING,0
BUFFALO,NY,ACTIVE,5/1/1958,Not Evaluated,1,LEASED,BUILDING,34
WASHINGTON,DC,ACTIVE,1/1/1959,Not Evaluated,1,LEASED,BUILDING,124
DURHAM,NH,ACTIVE,1/1/1959,Not Evaluated,1,LEASED,BUILDING,0
WARREN,OH,ACTIVE,1/1/1959,National Register Eligible,1,LEASED,LAND,0
BENTON,IL,ACTIVE,1/1/1959,Evaluated - Not Historic,1,OWNED,BUILDING,29
WOODLAWN,MD,ACTIVE,1/1/1959,Evaluated - Not Historic,1,OWNED,BUILDING,0
WOODLAWN,MD,ACTIVE,1/1/1959,Evaluated - Not Historic,1,OWNED,BUILDING,5865
FORT WORTH,TX,ACTIVE,1/1/1959,Evaluated - Not Historic,1,OWNED,BUILDING,0
FORT WORTH,TX,ACTIVE,1/1/1959,Evaluated - Not Historic,1,OWNED,BUILDING,330
MOUNT HOPE,WV,ACTIVE,1/1/1959,National Register Eligible,1,OWNED,BUILDING,0
HELENA,AR,ACTIVE,1/1/1959,National Register Listed,1,OWNED,BUILDING,46
BRUNSWICK,GA,ACTIVE,1/1/1959,National Register Listed,1,OWNED,BUILDING,79
GREENVILLE,MS,ACTIVE,1/1/1959,National Register Listed,1,OWNED,BUILDING,167
WASHINGTON,DC,ACTIVE,1/1/1959,Non-Contributing Element,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1959,Non-Contributing Element,1,OWNED,BUILDING,0
ABINGDON,VA,ACTIVE,1/1/1959,Non-Contributing Element,1,OWNED,BUILDING,24
NEW HAVEN,IN,EXCESS,1/1/1959,Evaluated - Not Historic,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,10/1/1959,National Register Eligible,1,OWNED,BUILDING,226
EMERYVILLE,CA,ACTIVE,1/1/1960,Not Evaluated,1,LEASED,BUILDING,10
MENLO PARK,CA,ACTIVE,1/1/1960,Not Evaluated,1,LEASED,BUILDING,18
SAN FERNANDO,CA,ACTIVE,1/1/1960,Not Evaluated,1,LEASED,BUILDING,32
WASHINGTON,DC,ACTIVE,1/1/1960,Not Evaluated,1,LEASED,BUILDING,19
TOPEKA,KS,ACTIVE,1/1/1960,Not Evaluated,1,LEASED,BUILDING,17
LAKE CHARLES,LA,ACTIVE,1/1/1960,Not Evaluated,1,LEASED,BUILDING,2
OMAHA,NE,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,BUILDING,0
BROWNSVILLE,TX,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,BUILDING,0
EAGLE PASS,TX,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,BUILDING,0
EAGLE PASS,TX,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,BUILDING,0
EAGLE PASS,TX,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,BUILDING,0
BURLINGTON,VT,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,BUILDING,108
OKLAHOMA CITY,OK,ACTIVE,1/1/1960,National Register Eligible,1,OWNED,BUILDING,34
VICTORIA,TX,ACTIVE,1/1/1960,National Register Eligible,1,OWNED,BUILDING,58
WASHINGTON,DC,ACTIVE,1/1/1960,National Register Listed,1,OWNED,BUILDING,0
HUNTINGTON,WV,ACTIVE,1/1/1960,Non-Contributing Element,1,OWNED,BUILDING,0
BEMIDJI,MN,ACTIVE,1/1/1960,Not Evaluated,1,OWNED,BUILDING,28
DENVER,CO,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,LAND,124
NASHVILLE,TN,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,STRUCTURE,0
EAGLE PASS,TX,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,STRUCTURE,0
EAGLE PASS,TX,ACTIVE,1/1/1960,Evaluated - Not Historic,1,OWNED,STRUCTURE,0
GLASSBORO,NJ,ACTIVE,1/17/1960,Not Evaluated,1,LEASED,BUILDING,0
HARRISBURG,PA,ACTIVE,3/1/1960,Non-Contributing Element,1,LEASED,BUILDING,0
LANDOVER,MD,ACTIVE,3/3/1960,Not Evaluated,1,LEASED,BUILDING,26
SYRACUSE,NY,ACTIVE,5/6/1960,Not Evaluated,1,LEASED,BUILDING,2
FORT PIERCE,FL,ACTIVE,6/1/1960,Not Evaluated,1,LEASED,BUILDING,5
FREDERICKSBURG,VA,ACTIVE,7/15/1960,Not Evaluated,1,LEASED,BUILDING,0
LOS ANGELES,CA,ACTIVE,1/1/1961,Not Evaluated,1,LEASED,BUILDING,0
NEW ORLEANS,LA,ACTIVE,1/1/1961,Not Evaluated,1,LEASED,BUILDING,67
MADAWASKA,ME,ACTIVE,1/1/1961,Evaluated - Not Historic,1,OWNED,BUILDING,13
ALBUQUERQUE,NM,ACTIVE,1/1/1961,Evaluated - Not Historic,1,OWNED,BUILDING,0
OGDENSBURG,NY,ACTIVE,1/1/1961,Evaluated - Not Historic,1,OWNED,BUILDING,0
NORTON,VT,ACTIVE,1/1/1961,Evaluated - Not Historic,1,OWNED,BUILDING,0
MARTINSBURG,WV,ACTIVE,1/1/1961,Evaluated - Not Historic,1,OWNED,BUILDING,180
OCALA,FL,ACTIVE,1/1/1961,National Register Eligible,1,OWNED,BUILDING,160
GRAND FORKS,ND,ACTIVE,1/1/1961,National Register Eligible,1,OWNED,BUILDING,22
HOT SPRINGS,AR,ACTIVE,1/1/1961,National Register Listed,1,OWNED,BUILDING,150
LITTLE ROCK,AR,ACTIVE,1/1/1961,National Register Listed,1,OWNED,BUILDING,70
WASHINGTON,DC,ACTIVE,1/1/1961,Non-Contributing Element,1,OWNED,BUILDING,0
MARTINSBURG,WV,ACTIVE,1/1/1961,Non-Contributing Element,1,OWNED,BUILDING,39
SACRAMENTO,CA,ACTIVE,1/1/1961,Not Evaluated,1,OWNED,BUILDING,200
WASHINGTON,DC,ACTIVE,1/1/1961,Not Evaluated,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1961,Not Evaluated,1,OWNED,BUILDING,0
PORTSMOUTH,VA,ACTIVE,1/1/1961,Not Evaluated,1,OWNED,BUILDING,127
FREDERICK,MD,ACTIVE,11/7/1961,Not Evaluated,1,LEASED,BUILDING,194
NEW YORK-MANHATTAN,NY,ACTIVE,12/7/1961,Not Evaluated,1,LEASED,STRUCTURE,20
OAKLAND,CA,ACTIVE,1/1/1962,National Register Eligible,1,LEASED,BUILDING,2
PHOENIX,AZ,ACTIVE,1/1/1962,Not Evaluated,1,LEASED,BUILDING,0
BURLINGAME,CA,ACTIVE,1/1/1962,Not Evaluated,1,LEASED,BUILDING,3
FRESNO,CA,ACTIVE,1/1/1962,Not Evaluated,1,LEASED,BUILDING,0
STOCKTON,CA,ACTIVE,1/1/1962,Not Evaluated,1,LEASED,BUILDING,0
HICKORY,NC,ACTIVE,1/1/1962,Not Evaluated,1,LEASED,BUILDING,5
CHAMBLEE,GA,ACTIVE,1/1/1962,Evaluated - Not Historic,1,OWNED,BUILDING,306
KANSAS CITY,MO,ACTIVE,1/1/1962,Evaluated - Not Historic,1,OWNED,BUILDING,462
PHOENIX,AZ,ACTIVE,1/1/1962,National Register Eligible,1,OWNED,BUILDING,129
HOUSTON,TX,ACTIVE,1/1/1962,National Register Eligible,1,OWNED,BUILDING,51
RICHMOND,VA,ACTIVE,1/1/1962,Not Evaluated,1,OWNED,BUILDING,5
PHOENIX,AZ,ACTIVE,1/1/1962,Evaluated - Not Historic,1,OWNED,STRUCTURE,79
OLYMPIA,WA,ACTIVE,5/1/1962,Not Evaluated,1,LEASED,BUILDING,14
PHILADELPHIA,PA,ACTIVE,10/1/1962,Not Evaluated,1,LEASED,BUILDING,0
AUGUSTA,GA,ACTIVE,11/7/1962,Not Evaluated,1,LEASED,BUILDING,0
CAMDEN,AR,ACTIVE,1/1/1963,Not Evaluated,1,LEASED,BUILDING,3
DAVIS,CA,ACTIVE,1/1/1963,Not Evaluated,1,LEASED,BUILDING,2
LOS ANGELES,CA,ACTIVE,1/1/1963,Not Evaluated,1,LEASED,BUILDING,38
LAKEWOOD,CO,ACTIVE,1/1/1963,Evaluated - Not Historic,1,OWNED,BUILDING,5
HARTFORD,CT,ACTIVE,1/1/1963,Evaluated - Not Historic,1,OWNED,BUILDING,103
STATESBORO,GA,ACTIVE,1/1/1963,Evaluated - Not Historic,1,OWNED,BUILDING,42
WOODLAWN,MD,ACTIVE,1/1/1963,Evaluated - Not Historic,1,OWNED,BUILDING,0
AUSTIN,TX,ACTIVE,1/1/1963,Evaluated - Not Historic,1,OWNED,BUILDING,2048
SALT LAKE CITY,UT,ACTIVE,1/1/1963,Evaluated - Not Historic,1,OWNED,BUILDING,144
PARKERSBURG,WV,ACTIVE,1/1/1963,Evaluated - Not Historic,1,OWNED,BUILDING,116
WASHINGTON,DC,ACTIVE,1/1/1963,National Register Eligible,1,OWNED,BUILDING,303
WASHINGTON,DC,ACTIVE,1/1/1963,National Register Eligible,1,OWNED,BUILDING,425
BRYSON CITY,NC,ACTIVE,1/1/1963,National Register Eligible,1,OWNED,BUILDING,58
SANTA FE,NM,ACTIVE,1/1/1963,National Register Eligible,1,OWNED,BUILDING,75
MEMPHIS,TN,ACTIVE,1/1/1963,National Register Eligible,1,OWNED,BUILDING,218
NEW YORK-KINGS,NY,ACTIVE,1/1/1963,Not Evaluated,1,OWNED,BUILDING,0
MCLEAN,VA,ACTIVE,1/1/1963,Not Evaluated,1,OWNED,BUILDING,0
LAKEWOOD,CO,EXCESS,1/1/1963,Evaluated - Not Historic,1,OWNED,BUILDING,0
DENVER,CO,ACTIVE,1/20/1963,Not Evaluated,1,LEASED,BUILDING,28
SANTA BARBARA,CA,ACTIVE,1/1/1964,Not Evaluated,1,LEASED,BUILDING,3
SANTA MARIA,CA,ACTIVE,1/1/1964,Not Evaluated,1,LEASED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1964,Not Evaluated,1,LEASED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1964,Not Evaluated,1,LEASED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1964,Not Evaluated,1,LEASED,BUILDING,75
VANCEBORO,ME,ACTIVE,1/1/1964,Evaluated - Not Historic,1,OWNED,BUILDING,0
VANCEBORO,ME,ACTIVE,1/1/1964,Evaluated - Not Historic,1,OWNED,BUILDING,2
PITTSBURGH,PA,ACTIVE,1/1/1964,Evaluated - Not Historic,1,OWNED,BUILDING,51
WASHINGTON,DC,ACTIVE,1/1/1964,National Register Eligible,1,OWNED,BUILDING,146
GAINESVILLE,FL,ACTIVE,1/1/1964,National Register Eligible,1,OWNED,BUILDING,80
TAMPA,FL,ACTIVE,1/1/1964,National Register Eligible,1,OWNED,BUILDING,0
CINCINNATI,OH,ACTIVE,1/1/1964,National Register Eligible,1,OWNED,BUILDING,179
DEL RIO,TX,ACTIVE,1/1/1964,National Register Eligible,1,OWNED,BUILDING,0
DEL RIO,TX,ACTIVE,1/1/1964,National Register Eligible,1,OWNED,BUILDING,119
CHICAGO,IL,ACTIVE,1/1/1964,National Register Listed,1,OWNED,BUILDING,118
SAN FRANCISCO,CA,ACTIVE,1/1/1964,Not Evaluated,1,OWNED,BUILDING,236
BISMARCK,ND,ACTIVE,1/1/1964,Not Evaluated,1,OWNED,BUILDING,89
NORTH PLATTE,NE,ACTIVE,1/1/1964,Not Evaluated,1,OWNED,BUILDING,59
MONTPELIER,VT,ACTIVE,1/1/1964,Not Evaluated,1,OWNED,BUILDING,95
CHEYENNE,WY,ACTIVE,1/1/1964,Not Evaluated,1,OWNED,BUILDING,108
EDISON,NJ,ACTIVE,1/1/1964,Evaluated - Not Historic,1,OWNED,LAND,0
DEL RIO,TX,ACTIVE,1/1/1964,Evaluated - Not Historic,1,OWNED,LAND,0
NEW ORLEANS,LA,ACTIVE,1/1/1964,Evaluated - Not Historic,1,OWNED,STRUCTURE,82
BROWNSVILLE,TX,ACTIVE,1/1/1964,Evaluated - Not Historic,1,OWNED,STRUCTURE,0
LINCOLN,NE,ACTIVE,6/1/1964,Not Evaluated,1,LEASED,BUILDING,4
BETHPAGE,NY,ACTIVE,6/1/1964,Not Evaluated,1,LEASED,BUILDING,20
MIAMI,FL,ACTIVE,6/1/1964,National Register Eligible,1,OWNED,BUILDING,10
FORT WAYNE,IN,ACTIVE,6/12/1964,Not Evaluated,1,LEASED,BUILDING,3
ROANOKE,VA,ACTIVE,7/1/1964,Not Evaluated,1,LEASED,BUILDING,35
DECATUR,AL,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,0
BLYTHE,CA,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,2
LOS ANGELES,CA,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,2
OAKLAND,CA,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,2
SAN JOSE,CA,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,0
LUBEC,ME,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,3
BAUDETTE,MN,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,15
FAYETTEVILLE,NC,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,10
RAEFORD,NC,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,0
RIDGELAND,SC,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,6
EL PASO,TX,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,13
GONZALES,TX,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,3
ARLINGTON,VA,ACTIVE,1/1/1965,Not Evaluated,1,LEASED,BUILDING,251
WASHINGTON,DC,ACTIVE,1/1/1965,Evaluated - Not Historic,1,OWNED,BUILDING,59
ALBUQUERQUE,NM,ACTIVE,1/1/1965,Evaluated - Not Historic,1,OWNED,BUILDING,0
AUSTIN,TX,ACTIVE,1/1/1965,Evaluated - Not Historic,1,OWNED,BUILDING,131
DERBY LINE,VT,ACTIVE,1/1/1965,Evaluated - Not Historic,1,OWNED,BUILDING,6
DERBY LINE,VT,ACTIVE,1/1/1965,Evaluated - Not Historic,1,OWNED,BUILDING,21
AUBURN,WA,ACTIVE,1/1/1965,Evaluated - Not Historic,1,OWNED,BUILDING,2
ALBUQUERQUE,NM,ACTIVE,1/1/1965,National Register Eligible,1,OWNED,BUILDING,52
RICHLAND,WA,ACTIVE,1/1/1965,National Register Eligible,1,OWNED,BUILDING,950
AUSTIN,TX,ACTIVE,1/1/1965,National Register Listed,1,OWNED,BUILDING,125
WASHINGTON,DC,ACTIVE,1/1/1965,Non-Contributing Element,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1965,Non-Contributing Element,1,OWNED,BUILDING,0
WASHINGTON,DC,ACTIVE,1/1/1965,Non-Contributing Element,1,OWNED,BUILDING,101
TUCSON,AZ,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,0
TUCSON,AZ,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,92
LOS ANGELES,CA,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,193
DENVER,CO,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,164
LAKEWOOD,CO,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,722
WASHINGTON,DC,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,0
HODGDON,ME,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,49
SAINT PAUL,MN,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,85
KANSAS CITY,MO,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,567
HAVRE,MT,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,0
HAVRE,MT,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,37
RENO,NV,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,88
PIERRE,SD,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,78
OGDEN,UT,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,68
SWANTON,VT,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,0
SWANTON,VT,ACTIVE,1/1/1965,Not Evaluated,1,OWNED,BUILDING,0
SAN JOSE,CA,ACTIVE,6/1/1965,Not Evaluated,1,LEASED,BUILDING,1
PORTLAND,OR,ACTIVE,6/1/1965,Not Evaluated,1,LEASED,BUILDING,5
CHESTER,VA,ACTIVE,6/1/1965,Not Evaluated,1,LEASED,BUILDING,456
SIOUX FALLS,SD,ACTIVE,8/10/1965,Not Evaluated,1,LEASED,BUILDING,1
BALTIMORE,MD,ACTIVE,8/31/1965,Not Evaluated,1,LEASED,STRUCTURE,135
SUITLAND,MD,ACTIVE,9/10/1965,Not Evaluated,1,OWNED,STRUCTURE,0
TULSA,OK,ACTIVE,1/1/1966,National Register Listed,1,LEASED,BUILDING,132
PHOENIX,AZ,ACTIVE,1/1/1966,Not Evaluated,1,LEASED,BUILDING,31
BERLIN,NH,ACTIVE,1/1/1966,Not Evaluated,1,LEASED,BUILDING,2
RATON,NM,ACTIVE,1/1/1966,Not Evaluated,1,LEASED,BUILDING,5
ARLINGTON,VA,ACTIVE,1/1/1966,Not Evaluated,1,LEASED,BUILDING,0
GLENVILLE,WV,ACTIVE,1/1/1966,Not Evaluated,1,LEASED,BUILDING,0
HARRISBURG,PA,ACTIVE,1/1/1966,Evaluated - Not Historic,1,OWNED,BUILDING,55
NEW ALBANY,IN,ACTIVE,1/1/1966,National Register Eligible,1,OWNED,BUILDING,22
BOSTON,MA,ACTIVE,1/1/1966,National Register Eligible,1,OWNED,BUILDING,257
CLEVELAND,OH,ACTIVE,1/1/1966,National Register Eligible,1,OWNED,BUILDING,331
PINE BLUFF,AR,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,119
LAKEWOOD,CO,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,32
LAKEWOOD,CO,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,80
WASHINGTON,DC,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,99
WASHINGTON,DC,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,305
EAST ST LOUIS,IL,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,46
ANDOVER,MA,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,1688
WALTHAM,MA,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,0
AUGUSTA,ME,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,182
GRAND PORTAGE,MN,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,7
HANNIBAL,MO,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,71
SAINT LOUIS,MO,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,0
BOZEMAN,MT,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,141
CONCORD,NH,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,67
PORTSMOUTH,NH,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,136
WINCHESTER,TN,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,32
FORT WORTH,TX,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,136
OGDEN,UT,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,2101
SALT LAKE CITY,UT,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,139
BLAINE,WA,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,0
SPOKANE,WA,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,20
VANCOUVER,WA,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,50
SUMMERSVILLE,WV,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,BUILDING,35
PROVIDENCE,RI,ACTIVE,1/1/1966,Not Evaluated,1,OWNED,STRUCTURE,14
GRAND PORTAGE,MN,ACTIVE,5/19/1966,Not Evaluated,1,OWNED,STRUCTURE,0
BOISE,ID,ACTIVE,11/19/1966,Not Evaluated,1,OWNED,BUILDING,335
LINCOLN,NE,ACTIVE,12/1/1966,Not Evaluated,1,LEASED,BUILDING,2
BAKERSFIELD,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,57
HAYWARD,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,0
LOS ANGELES,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,58
LOS ANGELES,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,187
RICHMOND,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,3
SAN DIEGO,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,7
SAN FRANCISCO,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,2
SAN FRANCISCO,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,4
SAN FRANCISCO,CA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,4
SCHENECTADY,NY,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,9
ARLINGTON,VA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,5
ARLINGTON,VA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,361
NEWPORT,WA,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,BUILDING,0
FORT COLLINS,CO,ACTIVE,1/1/1967,Not Evaluated,1,LEASED,LAND,0
AUSTIN,TX,ACTIVE,1/1/1967,Evaluated - Not Historic,1,OWNED,BUILDING,578
SACRAMENTO,CA,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,965
LAKEWOOD,CO,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,919
BRIDGEPORT,CT,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,131
JACKSONVILLE,FL,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,184
DES MOINES,IA,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,160
PORTHILL,ID,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,0
COVINGTON,KY,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,1145
BALTIMORE,MD,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,285
SUITLAND,MD,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,178
BANGOR,ME,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,114
COBURN GORE,ME,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,0
COBURN GORE,ME,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,0
ROSWELL,NM,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,56
LAS VEGAS,NV,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,111
EL PASO,TX,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,0
EL PASO,TX,ACTIVE,1/1/1967,Not Evaluated,1,OWNED,BUILDING,0
